2.000000000000000e+1	-2.828380007000000e-8
4.000000000000000e+1	-2.851691034000000e-8
6.000000000000000e+1	-2.793233972000000e-8
8.000000000000000e+1	-2.659372697000000e-8
1.000000000000000e+2	-2.426695069000000e-8
1.200000000000000e+2	-2.151224330000000e-8
1.400000000000000e+2	-1.876255989000000e-8
1.600000000000000e+2	-1.597589105000000e-8
1.800000000000000e+2	-1.320464533000000e-8
2.000000000000000e+2	-1.076394963000000e-8
2.200000000000000e+2	-8.741688590000000e-9
2.400000000000000e+2	-6.913591900000001e-9
2.600000000000000e+2	-5.316553520000001e-9
2.800000000000000e+2	-3.835649000000001e-9
