	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
	--
4.2650000000000000	2.757853907874928e-6
5.0000000000000000	5.785869491405397e-6
6.0010000000000000	4.735296334828752e-6
6.9940000000000000	7.084870369946140e-6
7.9980000000000000	7.720776658137083e-6
9.0010000000000000	8.450243525021508e-6
9.9920000000000010	9.561398756913320e-6
11.0000000000000000	1.122222199637201e-5
12.0000000000000000	1.242499084264459e-5
13.0010000000000000	1.306019991854601e-5
13.9920000000000000	1.510767223069515e-5
14.9990000000000000	1.556593985095192e-5
15.9990000000000000	1.629364843936541e-5
16.9910000000000000	1.685586465888285e-5
17.9900000000000000	1.886096915440761e-5
18.9920000000000000	1.939761904583802e-5
19.9900000000000000	2.021805083403014e-5
20.9990000000000000	2.114378943769153e-5
21.9980000000000000	2.199682163341101e-5
22.9990000000000000	2.352299801247799e-5
23.9990000000000000	2.418688572706760e-5
25.0000000000000000	2.487035170989582e-5
28.0000000000000000	2.673951067147402e-5
30.9990000000000000	3.013127264826718e-5
33.9990000000000000	3.108765077503632e-5
36.9990000000000000	3.347348226310046e-5
39.9990000000000000	3.398349084015553e-5
42.9990000000000000	3.534303710286268e-5
45.9980000000000000	3.661457771415067e-5
48.9980000000000000	3.856870726107059e-5
52.4220000000000000	4.027139059533639e-5
54.9990000000000000	4.072700373972107e-5
57.9990000000000000	4.241796763140524e-5
60.9990000000000000	4.299561827231644e-5
63.9990000000000000	4.533014571791952e-5
66.9990000000000000	4.580888957400303e-5
69.9990000000000000	4.692977520199092e-5
73.0000000000000000	4.815082686146908e-5
76.0000000000000000	4.892342015057116e-5
78.9990000000000000	5.017413692567571e-5
82.0000000000000000	5.126509271461740e-5
85.0000000000000000	5.203481830077676e-5
88.0000000000000000	5.306440572952234e-5
91.0000000000000000	5.394546964104396e-5
93.9990000000000000	5.421222475274085e-5
97.0000000000000000	5.426813852308038e-5
106.0200000000000000	5.849800644018261e-5
109.0000000000000000	5.961107643187421e-5
112.0000000000000000	6.056555680128036e-5
115.0000000000000000	6.174335052385962e-5
120.0100000000000000	6.253101650176412e-5
124.0000000000000000	6.371521578009121e-5
128.0100000000000000	6.467219333625136e-5
132.0000000000000000	6.528637298844061e-5
136.0100000000000000	6.634193819475572e-5
140.0000000000000000	6.732911184361656e-5
144.0100000000000000	6.820234232648516e-5
148.0200000000000000	6.910345524026343e-5
152.0300000000000000	6.980463997928668e-5
156.0400000000000000	7.089018657191370e-5
160.0500000000000000	7.160149725622623e-5
164.0500000000000000	7.229250972327044e-5
168.0600000000000000	7.339388489850836e-5
172.0600000000000000	7.385170751849617e-5
176.0600000000000000	7.450854959740283e-5
180.0600000000000000	7.503578385291603e-5
184.0600000000000000	7.600399741312236e-5
188.0600000000000000	7.610460205607467e-5
192.0600000000000000	7.658955964365203e-5
196.0600000000000000	7.682514867869572e-5
200.0600000000000000	7.783024006569299e-5
204.0600000000000000	7.802552933519369e-5
208.0500000000000000	7.814641348655888e-5
